CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
12639,111,1,486.1,2,1,2,5,Needs Attention,2
12643,44,5,2142.42,3,4,4,11,Champions,3
12644,2,1,477.91,4,1,2,7,Potential Loyalists,0
12645,92,2,798.9,2,2,3,7,Potential Loyalists,3
12647,27,8,2578.91,3,4,4,11,Champions,1
12648,27,1,318.05,3,1,2,6,Potential Loyalists,0
12649,84,1,375.0,2,1,2,5,Needs Attention,2
12651,207,1,114.0,1,1,1,3,At Risk,2
12652,203,1,919.98,1,1,3,5,Needs Attention,2
12653,21,2,2209.85,4,2,4,10,Champions,3
12654,70,3,337.75,2,3,2,7,Potential Loyalists,3
12656,76,2,1659.6,2,2,4,8,Loyal Customers,3
12662,15,6,2269.7400000000002,4,4,4,12,Champions,1
12664,16,3,1957.48,4,3,4,11,Champions,0
12665,197,1,63.0,1,1,1,3,At Risk,2
12668,131,3,2924.4700000000003,1,3,4,8,Loyal Customers,3
12669,23,3,2744.0299999999997,4,3,4,11,Champions,3
12670,72,2,1026.3899999999999,2,2,3,7,Potential Loyalists,3
12672,202,1,225.89999999999998,1,1,1,3,At Risk,2
12673,199,1,220.9,1,1,1,3,At Risk,2
12674,43,2,976.8,3,2,3,8,Loyal Customers,3
12676,62,3,828.95,3,3,3,9,Loyal Customers,3
12678,22,7,6806.82,4,4,4,12,Champions,1
12679,78,2,906.38,2,2,3,7,Potential Loyalists,3
12681,24,15,9866.58,4,4,4,12,Champions,1
12682,16,17,7085.84,4,4,4,12,Champions,1
12683,57,10,5086.93,3,4,4,11,Champions,1
12684,43,4,1379.48,3,4,4,11,Champions,3
12686,244,1,89.14,1,1,1,3,At Risk,2
12690,78,1,389.01,2,1,2,5,Needs Attention,2
12691,17,4,556.3,4,4,3,11,Champions,0
12693,84,3,630.77,2,3,3,8,Loyal Customers,3
12694,55,1,439.5,3,1,2,6,Potential Loyalists,2
12695,82,1,89.25,2,1,1,4,At Risk,2
12697,3,2,733.91,4,2,3,9,Loyal Customers,0
12700,28,2,2149.05,3,2,4,9,Loyal Customers,3
12701,114,1,337.08,2,1,2,5,Needs Attention,2
12704,42,1,329.56,3,1,2,6,Potential Loyalists,2
12705,30,4,4162.52,3,4,4,11,Champions,3
12707,164,1,603.42,1,1,3,5,Needs Attention,2
12708,52,6,1627.94,3,4,4,11,Champions,3
12709,7,10,6439.11,4,4,4,12,Champions,1
12710,33,2,790.36,3,2,3,8,Loyal Customers,3
12712,19,10,3670.9300000000003,4,4,4,12,Champions,1
12714,52,3,2275.18,3,3,4,10,Champions,3
12716,5,1,677.9,4,1,3,8,Loyal Customers,0
12717,23,2,1030.98,4,2,3,9,Loyal Customers,0
12720,1,14,3207.1,4,4,4,12,Champions,1
12721,55,4,1698.91,3,4,4,11,Champions,3
12722,23,1,302.92,4,1,2,7,Potential Loyalists,0
12724,45,2,280.36,3,2,2,7,Potential Loyalists,2
12725,243,1,427.8,1,1,2,4,At Risk,2
12726,57,5,1467.32,3,4,4,11,Champions,3
12727,59,5,2800.4,3,4,4,11,Champions,3
12728,129,3,617.31,2,3,3,8,Loyal Customers,3
12731,16,8,11324.25,4,4,4,12,Champions,1
12732,52,1,236.26000000000002,3,1,1,5,Needs Attention,2
12733,106,1,383.95,2,1,2,5,Needs Attention,2
12734,225,1,110.39999999999999,1,1,1,3,At Risk,2
12735,187,2,779.5699999999999,1,2,3,6,Potential Loyalists,3
12736,205,1,234.0,1,1,1,3,At Risk,2
12738,244,1,155.35,1,1,1,3,At Risk,2
12743,6,2,540.13,4,2,3,9,Loyal Customers,0
12744,17,5,14211.970000000001,4,4,4,12,Champions,1
12747,37,7,2467.7,3,4,4,11,Champions,1
12748,1,116,12616.89,4,4,4,12,Champions,1
12749,3,3,2755.23,4,3,4,11,Champions,0
12750,1,1,275.88,4,1,2,7,Potential Loyalists,0
12753,8,5,16620.91,4,4,4,12,Champions,1
12754,108,3,3010.74,2,3,4,9,Loyal Customers,3
12755,153,2,3811.95,1,2,4,7,Potential Loyalists,3
12757,15,7,5281.08,4,4,4,12,Champions,1
12758,149,1,1570.19,1,1,4,6,Potential Loyalists,3
12759,44,2,1082.52,3,2,3,8,Loyal Customers,3
12763,10,2,494.08,4,2,2,8,Loyal Customers,0
12764,189,1,1693.88,1,1,4,6,Potential Loyalists,3
12766,21,5,4952.1900000000005,4,4,4,12,Champions,1
12769,111,1,1143.6,2,1,3,6,Potential Loyalists,3
12770,83,1,1351.45,2,1,4,7,Potential Loyalists,3
12775,62,4,1164.68,3,4,3,10,Champions,3
12778,55,4,492.06,3,4,2,9,Loyal Customers,3
12779,62,7,2999.41,3,4,4,11,Champions,1
12781,157,1,549.26,1,1,3,5,Needs Attention,2
12782,22,4,2078.67,4,4,4,12,Champions,3
12785,236,1,311.95,1,1,2,4,At Risk,2
12787,65,1,158.1,2,1,1,4,At Risk,2
12790,64,1,324.92,2,1,2,5,Needs Attention,2
12791,246,1,192.60000000000002,1,1,1,3,At Risk,2
12792,129,1,400.53999999999996,1,1,2,4,At Risk,2
12793,207,2,545.48,1,2,3,6,Potential Loyalists,2
12797,238,1,254.03,1,1,2,4,At Risk,2
12798,43,1,1607.04,3,1,4,8,Loyal Customers,3
12802,59,1,427.58,3,1,2,6,Potential Loyalists,2
12808,57,2,281.35,3,2,2,7,Potential Loyalists,2
12809,50,1,489.31,3,1,2,6,Potential Loyalists,2
12811,133,3,514.85,1,3,2,6,Potential Loyalists,3
12815,20,2,1063.46,4,2,3,9,Loyal Customers,0
12816,48,1,318.65000000000003,3,1,2,6,Potential Loyalists,2
12817,153,1,166.04,1,1,1,3,At Risk,2
12818,134,1,1542.08,1,1,4,6,Potential Loyalists,3
12820,199,1,170.46,1,1,1,3,At Risk,2
12821,86,1,92.72,2,1,1,4,At Risk,2
12823,127,3,994.5,2,3,3,8,Loyal Customers,3
12826,51,4,818.62,3,4,3,10,Champions,3
12828,2,1,227.0,4,1,1,6,Potential Loyalists,0
12829,209,2,293.0,1,2,2,5,Needs Attention,2
12830,6,4,5204.0,4,4,4,12,Champions,1
12831,134,1,215.05,1,1,1,3,At Risk,2
12833,17,1,417.38,4,1,2,7,Potential Loyalists,0
12834,155,1,312.38,1,1,2,4,At Risk,2
12836,9,3,2112.53,4,3,4,11,Champions,0
12837,45,1,134.1,3,1,1,5,Needs Attention,2
12838,246,1,390.79,1,1,2,4,At Risk,2
12839,5,7,2353.37,4,4,4,12,Champions,1
12840,16,4,2726.77,4,4,4,12,Champions,1
12841,1,16,2714.57,4,4,4,12,Champions,1
12842,181,1,310.73,1,1,2,4,At Risk,2
12843,32,7,1692.31,3,4,4,11,Champions,1
12844,2,1,174.88,4,1,1,6,Potential Loyalists,0
12845,139,4,354.09,1,4,2,7,Potential Loyalists,3
12849,141,1,668.8499999999999,1,1,3,5,Needs Attention,2
12852,167,1,311.55,1,1,2,4,At Risk,2
12853,7,6,1957.1000000000001,4,4,4,12,Champions,1
12854,113,2,810.37,2,2,3,7,Potential Loyalists,3
12855,245,1,38.1,1,1,1,3,At Risk,2
12857,83,2,1106.4,2,2,3,7,Potential Loyalists,3
12864,10,1,147.12,4,1,1,6,Potential Loyalists,0
12866,155,1,559.12,1,1,3,5,Needs Attention,2
12867,37,5,2343.3,3,4,4,11,Champions,3
12868,58,6,1607.0600000000002,3,4,4,11,Champions,3
12871,79,1,132.0,2,1,1,4,At Risk,2
12872,199,2,599.97,1,2,3,6,Potential Loyalists,2
12873,154,1,374.0,1,1,2,4,At Risk,2
12875,15,2,343.2300000000001,4,2,2,8,Loyal Customers,0
12876,68,1,726.43,2,1,3,6,Potential Loyalists,2
12877,49,8,958.83,3,4,3,10,Champions,3
12878,108,2,854.99,2,2,3,7,Potential Loyalists,3
12881,148,1,298.0,1,1,2,4,At Risk,2
12886,92,1,775.0,2,1,3,6,Potential Loyalists,2
12888,86,2,354.12,2,2,2,6,Potential Loyalists,2
12891,58,3,331.0,3,3,2,8,Loyal Customers,3
12897,77,2,216.5,2,2,1,5,Needs Attention,2
12901,6,18,10859.47,4,4,4,12,Champions,1
12902,137,1,138.68,1,1,1,3,At Risk,2
12904,44,1,244.69,3,1,1,5,Needs Attention,2
12908,48,2,750.0,3,2,3,8,Loyal Customers,3
12909,74,3,1528.37,2,3,4,9,Loyal Customers,3
12910,6,4,1486.9,4,4,4,12,Champions,0
12913,155,3,866.39,1,3,3,7,Potential Loyalists,3
12915,21,2,363.65,4,2,2,8,Loyal Customers,0
12916,11,4,2944.95,4,4,4,12,Champions,1
12919,22,2,259.0,4,2,2,8,Loyal Customers,0
12921,3,22,8924.55,4,4,4,12,Champions,1
12922,33,1,405.38,3,1,2,6,Potential Loyalists,0
12924,70,3,655.27,2,3,3,8,Loyal Customers,3
12928,20,3,1136.14,4,3,3,10,Champions,3
12929,184,1,117.85,1,1,1,3,At Risk,2
12930,43,1,221.56,3,1,1,5,Needs Attention,2
12931,76,7,3920.7,2,4,4,10,Champions,1
12933,43,2,357.49,3,2,2,7,Potential Loyalists,3
12935,21,3,1219.32,4,3,3,10,Champions,3
12937,69,2,428.23,2,2,2,6,Potential Loyalists,3
12939,10,4,7990.08,4,4,4,12,Champions,1
12942,3,3,675.6,4,3,3,10,Champions,0
12944,227,1,286.95,1,1,2,4,At Risk,2
12945,160,1,462.95,1,1,2,4,At Risk,2
12947,16,6,1603.99,4,4,4,12,Champions,1
12948,87,3,886.26,2,3,3,8,Loyal Customers,3
12949,2,6,3023.67,4,4,4,12,Champions,1
12951,46,5,751.78,3,4,3,10,Champions,3
12955,16,5,1346.9199999999998,4,4,4,12,Champions,1
12956,178,1,108.07,1,1,1,3,At Risk,2
12957,58,4,1715.29,3,4,4,11,Champions,3
12963,238,1,365.8,1,1,2,4,At Risk,2
12967,230,2,1660.9,1,2,4,7,Potential Loyalists,3
12970,194,2,23.8,1,2,1,4,At Risk,2
12971,6,56,7139.6,4,4,4,12,Champions,1
12974,70,1,144.8,2,1,1,4,At Risk,2
12976,84,1,738.6,2,1,3,6,Potential Loyalists,2
12977,28,1,39.239999999999995,3,1,1,5,Needs Attention,2
12980,30,9,7374.900000000001,3,4,4,11,Champions,1
12981,5,1,187.18,4,1,1,6,Potential Loyalists,0
12982,115,1,390.54,2,1,2,5,Needs Attention,2
12987,70,1,304.3,2,1,2,5,Needs Attention,2
12988,164,1,505.82,1,1,2,4,At Risk,2
12989,30,8,4469.14,3,4,4,11,Champions,1
12990,57,2,263.9,3,2,2,7,Potential Loyalists,2
12993,80,2,175.29999999999998,2,2,1,5,Needs Attention,2
12994,141,1,352.6,1,1,2,4,At Risk,2
12997,108,2,608.47,2,2,3,7,Potential Loyalists,3
12999,68,3,455.88,2,3,2,7,Potential Loyalists,3
13000,132,2,458.53000000000003,1,2,2,5,Needs Attention,2
13001,30,11,8582.57,3,4,4,11,Champions,1
13002,190,1,120.94999999999999,1,1,1,3,At Risk,2
13003,23,2,89.05000000000001,4,2,1,7,Potential Loyalists,0
13004,5,11,3457.02,4,4,4,12,Champions,1
13005,46,2,513.7,3,2,2,7,Potential Loyalists,3
13008,195,1,229.46999999999997,1,1,1,3,At Risk,2
13011,244,1,50.550000000000004,1,1,1,3,At Risk,2
13012,21,4,1012.3100000000001,4,4,3,11,Champions,3
13013,7,6,2933.13,4,4,4,12,Champions,1
13014,41,4,1788.78,3,4,4,11,Champions,3
13015,69,4,1763.04,2,4,4,10,Champions,3
13018,4,16,4536.89,4,4,4,12,Champions,1
13021,39,4,1152.47,3,4,3,10,Champions,3
13023,2,1,336.40000000000003,4,1,2,7,Potential Loyalists,0
13026,93,2,243.71999999999997,2,2,1,5,Needs Attention,2
13027,28,5,5376.0,3,4,4,11,Champions,1
13029,11,2,773.1999999999999,4,2,3,9,Loyal Customers,0
13030,240,1,402.36,1,1,2,4,At Risk,2
13033,229,1,190.55,1,1,1,3,At Risk,2
13034,241,1,165.86,1,1,1,3,At Risk,2
13035,133,1,333.0,1,1,2,4,At Risk,2
13037,10,3,881.07,4,3,3,10,Champions,0
13038,56,2,591.76,3,2,3,8,Loyal Customers,3
13043,145,1,516.42,1,1,2,4,At Risk,2
13044,163,1,560.47,1,1,3,5,Needs Attention,2
13046,138,1,197.72,1,1,1,3,At Risk,2
13047,45,7,2234.08,3,4,4,11,Champions,1
13048,110,2,923.42,2,2,3,7,Potential Loyalists,3
13049,190,1,153.78,1,1,1,3,At Risk,2
13050,20,11,3798.5099999999998,4,4,4,12,Champions,1
13052,84,1,348.15000000000003,2,1,2,5,Needs Attention,2
13055,86,1,344.86,2,1,2,5,Needs Attention,2
13058,24,1,47.550000000000004,4,1,1,6,Potential Loyalists,2
13059,122,1,183.4,2,1,1,4,At Risk,2
13060,126,1,307.53,2,1,2,5,Needs Attention,2
13062,63,1,346.98,2,1,2,5,Needs Attention,2
13064,25,2,659.25,3,2,3,8,Loyal Customers,0
13065,245,1,205.86,1,1,1,3,At Risk,2
13068,192,1,165.0,1,1,1,3,At Risk,2
13069,23,17,3207.29,4,4,4,12,Champions,1
13070,64,1,228.8,2,1,1,4,At Risk,2
13072,139,1,177.15,1,1,1,3,At Risk,2
13075,2,1,919.61,4,1,3,8,Loyal Customers,0
13077,162,3,576.19,1,3,3,7,Potential Loyalists,3
13078,13,13,5816.51,4,4,4,12,Champions,1
13079,12,1,23.8,4,1,1,6,Potential Loyalists,0
13080,51,1,58.08,3,1,1,5,Needs Attention,2
13081,16,8,18870.12,4,4,4,12,Champions,1
13082,29,8,3523.63,3,4,4,11,Champions,1
13085,30,2,416.08000000000004,3,2,2,7,Potential Loyalists,0
13089,1,65,36831.77,4,4,4,12,Champions,1
13090,8,9,4912.02,4,4,4,12,Champions,1
13092,84,4,439.75,2,4,2,8,Loyal Customers,3
13093,148,8,7832.47,1,4,4,9,Loyal Customers,1
13094,2,10,1545.72,4,4,4,12,Champions,1
13097,46,7,3999.76,3,4,4,11,Champions,1
13098,7,15,11807.88,4,4,4,12,Champions,1
13101,106,1,101.19,2,1,1,4,At Risk,2
13102,6,19,4961.7,4,4,4,12,Champions,1
13104,5,3,376.44,4,3,2,9,Loyal Customers,0
13106,5,1,76.5,4,1,1,6,Potential Loyalists,0
13107,48,2,935.22,3,2,3,8,Loyal Customers,3
13108,245,1,350.06,1,1,2,4,At Risk,2
13109,29,1,369.85,3,1,2,6,Potential Loyalists,0
13110,9,5,1042.24,4,4,3,11,Champions,0
13113,35,18,9644.02,3,4,4,11,Champions,1
13115,56,1,878.55,3,1,3,7,Potential Loyalists,3
13116,10,1,501.14,4,1,2,7,Potential Loyalists,0
13117,90,6,751.37,2,4,3,9,Loyal Customers,3
13118,80,3,799.7,2,3,3,8,Loyal Customers,3
13120,111,1,30.599999999999998,2,1,1,4,At Risk,2
13121,141,1,283.73,1,1,2,4,At Risk,2
13122,112,1,903.67,2,1,3,6,Potential Loyalists,2
13124,124,2,2516.47,2,2,4,8,Loyal Customers,3
13126,125,5,1077.42,2,4,3,9,Loyal Customers,3
13131,60,1,324.9,3,1,2,6,Potential Loyalists,2
13132,134,1,77.3,1,1,1,3,At Risk,2
13133,146,2,109.8,1,2,1,4,At Risk,2
13134,56,3,885.74,3,3,3,9,Loyal Customers,3
13135,69,1,3096.0,2,1,4,7,Potential Loyalists,3
13136,15,3,1226.68,4,3,3,10,Champions,0
13137,11,3,1137.9,4,3,3,10,Champions,0
13138,5,3,489.45,4,3,2,9,Loyal Customers,0
13139,87,2,1170.02,2,2,3,7,Potential Loyalists,3
13140,238,1,158.26,1,1,1,3,At Risk,2
13141,86,4,1401.03,2,4,4,10,Champions,3
13144,205,1,110.95,1,1,1,3,At Risk,2
13145,244,1,295.0,1,1,2,4,At Risk,2
13148,6,10,2766.01,4,4,4,12,Champions,1
13149,21,2,882.9,4,2,3,9,Loyal Customers,0
13151,168,1,1257.8700000000001,1,1,4,6,Potential Loyalists,3
13155,199,2,569.2,1,2,3,6,Potential Loyalists,2
13157,13,3,873.1999999999999,4,3,3,10,Champions,0
13158,27,2,562.83,3,2,3,8,Loyal Customers,0
13161,185,1,112.75,1,1,1,3,At Risk,2
13162,56,3,1305.44,3,3,4,10,Champions,3
13165,223,1,354.64,1,1,2,4,At Risk,2
13166,155,1,417.2,1,1,2,4,At Risk,2
13167,3,2,417.55,4,2,2,8,Loyal Customers,0
13168,71,3,953.0600000000001,2,3,3,8,Loyal Customers,3
13169,124,1,505.2,2,1,2,5,Needs Attention,2
13171,171,1,140.35,1,1,1,3,At Risk,2
13173,239,1,165.94,1,1,1,3,At Risk,2
13174,188,2,2034.06,1,2,4,7,Potential Loyalists,3
13178,5,8,4391.7300000000005,4,4,4,12,Champions,1
13183,8,5,2183.02,4,4,4,12,Champions,1
13184,3,9,1472.1,4,4,4,12,Champions,1
13185,140,1,71.4,1,1,1,3,At Risk,2
13186,1,1,988.34,4,1,3,8,Loyal Customers,0
13187,209,1,236.02,1,1,1,3,At Risk,2
13192,77,1,464.32,2,1,2,5,Needs Attention,2
13194,8,1,60.7,4,1,1,6,Potential Loyalists,0
13196,134,1,512.13,1,1,2,4,At Risk,2
13198,29,4,2519.32,3,4,4,11,Champions,3
13199,15,19,4351.76,4,4,4,12,Champions,1
13203,114,1,165.71,2,1,1,4,At Risk,2
13207,23,1,197.52000000000004,4,1,1,6,Potential Loyalists,0
13208,27,4,828.8199999999999,3,4,3,10,Champions,3
13209,1,5,4156.08,4,4,4,12,Champions,1
13211,233,1,110.7,1,1,1,3,At Risk,2
13213,55,3,551.53,3,3,3,9,Loyal Customers,3
13216,140,1,333.74,1,1,2,4,At Risk,2
13217,4,2,481.96000000000004,4,2,2,8,Loyal Customers,0
13220,58,3,726.49,3,3,3,9,Loyal Customers,3
13221,112,2,847.41,2,2,3,7,Potential Loyalists,3
13223,72,2,163.20000000000002,2,2,1,5,Needs Attention,2
13224,23,1,1212.26,4,1,3,8,Loyal Customers,0
13225,15,5,4299.56,4,4,4,12,Champions,1
13226,145,1,108.21000000000001,1,1,1,3,At Risk,2
13227,74,1,257.7,2,1,2,5,Needs Attention,2
13229,98,1,160.95,2,1,1,4,At Risk,2
13230,10,12,2195.23,4,4,4,12,Champions,1
